MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","GR","600",1
"ALPINA DI RENANIA","STRADA 125CC","B","125",1
"APRILIA","RS 125","GC","124",1
"APRILIA","RS 125","IB","124",1
"APRILIA","RS 125","M","124",1
"APRILIA","RS 457","MA","457",1
"APRILIA","RS 457","NA","457",1
"APRILIA","RS 660","CR","659",1
"APRILIA","RS 660","MA","659",1
"APRILIA","RS 660","V","659",1
"APRILIA","RSV4","B","1099",1
"APRILIA","RX 125","B","124",1
"APRILIA","RX 125","J","124",2
"APRILIA","RX 125","M","124",1
"APRILIA","RX 125","PO","124",1
"APRILIA","RX 125","TO","124",1
"APRILIA","SR GT 125","A","125",1
"APRILIA","SR GT 125","B","125",1
"APRILIA","SR GT 125","BI","125",2
"APRILIA","SR GT 125","CA","125",8
"APRILIA","SR GT 125","CC","125",1
"APRILIA","SR GT 125","CE","125",1
"APRILIA","SR GT 125","CO","125",2
"APRILIA","SR GT 125","GC","125",2
"APRILIA","SR GT 125","H","125",3
"APRILIA","SR GT 125","IB","125",2
"APRILIA","SR GT 125","J","125",2
"APRILIA","SR GT 125","M","125",1
"APRILIA","SR GT 125","MA","125",1
"APRILIA","SR GT 125","MU","125",1
"APRILIA","SR GT 125","PO","125",1
"APRILIA","SR GT 125","SE","125",6
"APRILIA","SR GT 125","TF","125",3
"APRILIA","SR GT 125","V","125",1
"APRILIA","SR GT 200","L","174",1
"APRILIA","SX 125","A","124",2
"APRILIA","SX 125","CA","124",1
"APRILIA","SX 125","CO","124",1
"APRILIA","SX 125","GC","124",1
"APRILIA","SX 125","O","124",1
"APRILIA","TUAREG 660","M","659",1
"APRILIA","TUAREG 660","MU","659",1
"APRILIA","TUONO 125","B","124",1
"APRILIA","TUONO 125","MU","124",1
"APRILIA","TUONO 457","MU","457",1
"APRILIA","TUONO V4","MU","1077",1
"ARENA","VORTEX","BI","0",1
"BAJAJ","PULSAR NS 125","MA","124",1
"BAJAJ","PULSAR NS 125","MU","124",1
"BAJAJ","PULSAR NS 125","SS","124",1
"BAJAJ","PULSAR NS 125","Z","124",1
"BAJAJ","PULSAR NS 400 Z","B","373",1
"BAJAJ","PULSAR NS 400 Z","GR","373",1
"BAJAJ","PULSAR NS 400 Z","Z","373",1
"BENDA","CHINCHILLA","CO","476",1
"BENDA","CHINCHILLA","PO","476",1
"BENDA","CHINCHILLA 350","GR","343",1
"BENDA","CHINCHILLA 350","H","343",1
"BENDA","CHINCHILLA 350","LO","343",1
"BENDA","CHINCHILLA 350","MA","343",1
"BENDA","CHINCHILLA 350","V","343",2
"BENDA","DARKFLAG 500","IB","496",1
"BENDA","DARKFLAG 500","O","496",1
"BENDA","LFC700","GI","680",1
"BENDA","LFC700","O","680",1
"BENDA","NAPOLEON","O","476",1
"BENDA","NAPOLEON 125","A","125",1
"BENDA","NAPOLEON 125","B","125",2
"BENDA","NAPOLEON 125","CO","125",1
"BENDA","NAPOLEON 125","CR","125",1
"BENDA","NAPOLEON 125","M","125",1
"BENDA","NAPOLEON 125","P","125",1
"BENDA","NAPOLEON 125","SG","125",1
"BENDA","NAPOLEON 125","TF","125",1
"BENDA","NAPOLEON 125","V","125",1
"BENDA","NAPOLEON 250","M","249",1
"BENDA","NAPOLEON 250","MU","249",1
"BENDA","V302C","V","298",1
"BENELLI","BKX 125","CC","125",1
"BENELLI","BKX 125","SE","125",1
"BENELLI","BKX 125","VA","125",2
"BENELLI","BN125","A","125",1
"BENELLI","BN125","AL","125",1
"BENELLI","BN125","B","125",1
"BENELLI","BN125","CO","125",1
"BENELLI","BN125","IB","125",1
"BENELLI","BN125","M","125",1
"BENELLI","BN125","T","125",2
"BENELLI","TRK 702","B","698",1
"BENELLI","TRK 702","SG","698",1
"BETA","N/A","B","293",3
"BETA","N/A","C","293",2
"BETA","N/A","CA","293",1
"BETA","N/A","CC","293",2
"BETA","N/A","LE","293",1
"BETA","N/A","LO","293",1
"BETA","N/A","M","293",1
"BETA","N/A","MA","293",1
"BETA","N/A","PO","293",1
"BETA","N/A","SE","293",2
"BETA","N/A","T","293",2
"BETA","N/A","TF","293",1
"BETA","N/A","V","293",1
"BMW","C 400 GT","A","350",2
"BMW","C 400 GT","AL","350",2
"BMW","C 400 GT","B","350",1
"BMW","C 400 GT","BA","350",1
"BMW","C 400 GT","CS","350",1
"BMW","C 400 GT","M","350",5
"BMW","C 400 GT","MA","350",1
"BMW","C 400 GT","MU","350",1
"BMW","C 400 GT","S","350",1
"BMW","C 400 GT","TF","350",1
"BMW","C 400 GT","V","350",3
"BMW","C 400 X","B","350",1
"BMW","C 400 X","GC","350",1
"BMW","C 400 X","GR","350",1
"BMW","C 400 X","M","350",2
"BMW","C 400 X","MA","350",1
"BMW","C 400 X","TF","350",1
"BMW","CE 04","B","0",1
"BMW","CE 04","M","0",2
"BMW","F 450 GS","M","420",1
"BMW","F 800 GS","A","895",1
"BMW","F 800 GS","B","895",2
"BMW","F 800 GS","GU","895",1
"BMW","F 800 GS","M","895",4
"BMW","F 800 GS","MA","895",1
"BMW","F 800 GS","MU","895",1
"BMW","F 900 GS","BA","895",1
"BMW","F 900 GS","BI","895",1
"BMW","F 900 GS","CC","895",1
"BMW","F 900 GS","LU","895",1
"BMW","F 900 GS","M","895",4
"BMW","F 900 GS","MU","895",1
"BMW","F 900 GS","S","895",1
"BMW","F 900 GS","TF","895",1
"BMW","F 900 GS ADVENTURE","A","895",2
"BMW","F 900 GS ADVENTURE","AB","895",1
"BMW","F 900 GS ADVENTURE","J","895",1
"BMW","F 900 GS ADVENTURE","M","895",3
"BMW","F 900 GS ADVENTURE","O","895",1
"BMW","F 900 R","GC","895",1
"BMW","F 900 R","M","895",3
"BMW","F 900 R","MU","895",1
"BMW","F 900 R","O","895",1
"BMW","F 900 R A2","B","895",1
"BMW","F 900 R A2","BI","895",1
"BMW","F 900 R A2","IB","895",1
"BMW","F 900 R A2","M","895",1
"BMW","F 900 R A2","V","895",1
"BMW","F 900 XR","AL","895",1
"BMW","F 900 XR","B","895",2
"BMW","F 900 XR","BA","895",1
"BMW","F 900 XR","M","895",1
"BMW","F 900 XR","TO","895",1
"BMW","F 900 XR","V","895",1
"BMW","F 900 XR","Z","895",1
"BMW","F 900 XR","ZA","895",1
"BMW","K 1600 GTL","M","1649",1
"BMW","M 1000 R","GC","999",1
"BMW","M 1000 RR","M","999",1
"BMW","M 1000 XR","CS","999",1
"BMW","M 1000 XR","M","999",1
"BMW","M 1000 XR","MU","999",1
"BMW","R 12","B","1170",1
"BMW","R 12","M","1170",2
"BMW","R 12 G/S","IB","1170",1
"BMW","R 12 G/S","M","1170",1
"BMW","R 12 G/S","V","1170",1
"BMW","R 12 NINET","CS","1170",1
"BMW","R 12 NINET","M","1170",1
"BMW","R 1250 RT","B","1254",1
"BMW","R 1300 GS","A","1300",1
"BMW","R 1300 GS","AB","1300",1
"BMW","R 1300 GS","B","1300",3
"BMW","R 1300 GS","CS","1300",1
"BMW","R 1300 GS","GR","1300",3
"BMW","R 1300 GS","M","1300",12
"BMW","R 1300 GS","MU","1300",1
"BMW","R 1300 GS","SA","1300",1
"BMW","R 1300 GS","TF","1300",1
"BMW","R 1300 GS","VA","1300",1
"BMW","R 1300 GS","VI","1300",1
"BMW","R 1300 GS","ZA","1300",1
"BMW","R 1300 GS ADVENTURE","A","1300",1
"BMW","R 1300 GS ADVENTURE","B","1300",1
"BMW","R 1300 GS ADVENTURE","C","1300",1
"BMW","R 1300 GS ADVENTURE","CS","1300",1
"BMW","R 1300 GS ADVENTURE","GR","1300",1
"BMW","R 1300 GS ADVENTURE","M","1300",7
"BMW","R 1300 GS ADVENTURE","MU","1300",3
"BMW","R 1300 GS ADVENTURE","S","1300",1
"BMW","R 1300 GS ADVENTURE","SE","1300",1
"BMW","R 1300 GS ADVENTURE","V","1300",4
"BMW","R 1300 R","A","1300",1
"BMW","R 1300 R","GI","1300",1
"BMW","R 1300 R","M","1300",2
"BMW","R 1300 R","SE","1300",1
"BMW","R 1300 R","T","1300",1
"BMW","R 1300 RS","B","1300",1
"BMW","R 1300 RS","M","1300",2
"BMW","R 1300 RS","O","1300",1
"BMW","R 1300 RT","B","1300",2
"BMW","R 1300 RT","M","1300",3
"BMW","R 1300 RT","MU","1300",1
"BMW","R 1300 RT","SE","1300",1
"BMW","S 1000 R","A","999",1
"BMW","S 1000 RR","CA","999",1
"BMW","S 1000 RR","M","999",1
"BMW","S 1000 XR","MA","999",1
"BMW","S 1000 XR","SE","999",1
"BMW","S 1000 XR","SS","999",1
"BRIXTON","CROMWELL 1200","B","1222",1
"BRIXTON","CROSSFIRE125XS","C","125",1
"BSA","BANTAM","NA","334",1
"BSA","BANTAM","PO","334",1
"BSA","SCRAMBLER","PO","652",1
"CECOTEC","CECOTEC SHARK RS","M","0",1
"CECOTEC","VULCANO","A","0",2
"CECOTEC","VULCANO","B","0",2
"CECOTEC","VULCANO","NA","0",1
"CFMOTO","125 NK","B","124",1
"CFMOTO","450MT","A","449",2
"CFMOTO","450MT","B","449",9
"CFMOTO","450MT","BA","449",1
"CFMOTO","450MT","BI","449",2
"CFMOTO","450MT","C","449",1
"CFMOTO","450MT","CA","449",1
"CFMOTO","450MT","GI","449",3
"CFMOTO","450MT","GR","449",1
"CFMOTO","450MT","H","449",3
"CFMOTO","450MT","IB","449",2
"CFMOTO","450MT","M","449",2
"CFMOTO","450MT","MA","449",1
"CFMOTO","450MT","MU","449",1
"CFMOTO","450MT","O","449",1
"CFMOTO","450MT","SE","449",2
"CFMOTO","450MT","T","449",2
"CFMOTO","450MT","TF","449",2
"CFMOTO","450MT","V","449",2
"CFMOTO","450MT","VI","449",1
"CFMOTO","450MT","Z","449",4
"CFMOTO","675NK","B","674",2
"CFMOTO","675NK","MU","674",1
"CFMOTO","675NK","S","674",1
"CFMOTO","675SR-R","B","674",1
"CFMOTO","675SR-R","CA","674",1
"CFMOTO","675SR-R","CC","674",1
"CFMOTO","675SR-R","IB","674",1
"CFMOTO","675SR-R","M","674",1
"CFMOTO","675SR-R","VA","674",1
"CFMOTO","700MT","CC","693",2
"CFMOTO","700MT","GC","693",1
"CFMOTO","700MT","IB","693",1
"CFMOTO","700MT","L","693",1
"CFMOTO","700MT","SS","693",1
"CFMOTO","800MT","CE","799",1
"CFMOTO","800MT","PO","799",1
"CFMOTO","800MT","SE","799",1
"CFMOTO","800MT-X","B","799",4
"CFMOTO","800MT-X","M","799",1
"CFMOTO","800MT-X","SE","799",2
"CFMOTO","800MT-X","TF","799",1
"CFMOTO","800MT-X","V","799",4
"CFMOTO","800MT-X","VA","799",1
"CFMOTO","800MT-X","Z","799",1
"CYCLONE","CARRERA 125","A","125",1
"CYCLONE","CARRERA 125","AL","125",1
"CYCLONE","CARRERA 125","CR","125",1
"CYCLONE","LS-Z","CA","124",2
"CYCLONE","LS-Z","IB","124",1
"CYCLONE","LS-Z","LO","124",1
"CYCLONE","LS-Z","MU","124",1
"CYCLONE","LS-Z","NA","124",1
"CYCLONE","LS-Z","PO","124",1
"CYCLONE","LS-Z","V","124",1
"CYCLONE","RA125 PLUS","B","124",1
"CYCLONE","RA125 PLUS","CC","124",1
"CYCLONE","RA125 PLUS","SE","124",2
"CYCLONE","RA125 PLUS","T","124",1
"CYCLONE","RA2","NA","125",1
"CYCLONE","RT1","SA","125",2
"CYCLONE","RT1","V","125",1
"CYCLONE","RT3S","V","289",1
"CYCLONE","RX1 PRO","B","124",1
"CYCLONE","RX1 PRO","CC","124",1
"CYCLONE","RX1 PRO","M","124",1
"CYCLONE","RX401","GI","401",1
"CYCLONE","RX600","V","550",1
"DIMENTRO","DM-E3","B","0",1
"DUCATI","DIAVEL V4 RS","MU","1103",1
"DUCATI","HYPERMOTARD 698 MONO","TF","659",1
"DUCATI","MONSTER RED","A","890",1
"DUCATI","MONSTER RED","M","890",1
"DUCATI","MONSTER WHITE","V","890",1
"DUCATI","MULTISTRADA V2","A","890",1
"DUCATI","MULTISTRADA V2","CA","890",1
"DUCATI","MULTISTRADA V2","GR","890",1
"DUCATI","MULTISTRADA V2","M","890",2
"DUCATI","MULTISTRADA V2","T","890",1
"DUCATI","MULTISTRADA V4","A","1158",1
"DUCATI","MULTISTRADA V4","AB","1158",1
"DUCATI","MULTISTRADA V4","GI","1158",1
"DUCATI","MULTISTRADA V4","GR","1158",1
"DUCATI","MULTISTRADA V4","M","1158",1
"DUCATI","MULTISTRADA V4","PO","1158",1
"DUCATI","PANIGALE V2","C","890",1
"DUCATI","PANIGALE V2","M","890",1
"DUCATI","PANIGALE V2","S","890",1
"DUCATI","PANIGALE V4","M","1103",1
"DUCATI","PANIGALE V4","SE","1103",1
"DUCATI","SCRAMBLER ICON DARK","BI","803",1
"DUCATI","SCRAMBLER ICON DARK","GI","803",1
"DUCATI","STREETFIGHTER","B","890",1
"DUCATI","STREETFIGHTER","BI","890",1
"DUCATI","STREETFIGHTER","MA","890",1
"E RIDE PRO","SS 3.0","A","0",1
"E RIDE PRO","SS3.0","CO","0",1
"E RIDE PRO","SS3.0","M","0",1
"EFUN","DEER 100","M","0",1
"EFUN","LION","A","125",1
"EFUN","LION","CA","125",1
"EFUN","LION","M","125",1
"EFUN","PUSA90","AL","0",1
"EFUN","PUSA90","M","0",1
"EFUN","PUSA90","TO","0",1
"FANTIC MOTOR","---","CA","125",1
"FANTIC MOTOR","---","SE","125",1
"FELQ","FW03","B","0",1
"GASGAS","EC 250F","S","250",1
"GASGAS","EC 300","CA","293",1
"GASGAS","EC 300","SG","293",1
"GASGAS","TXT 300","M","294",1
"HARLEY-DAVIDSON","CVO PAN AMERICA","GR","1252",1
"HARLEY-DAVIDSON","HERITAGE CLASSIC","MA","1923",1
"HARLEY-DAVIDSON","HERITAGE CLASSIC","TF","1923",1
"HARLEY-DAVIDSON","LOW RIDER S","GC","1923",1
"HARLEY-DAVIDSON","LOW RIDER S","M","1923",1
"HARLEY-DAVIDSON","PAN AMERICA 1250 SPECI","B","1252",1
"HARLEY-DAVIDSON","SPORTSTER S","M","1252",1
"HARLEY-DAVIDSON","SPORTSTER S","TF","1252",1
"HARLEY-DAVIDSON","STREET BOB","M","1923",1
"HARLEY-DAVIDSON","STREET BOB","TO","1923",1
"HARLEY-DAVIDSON","STREET BOB","Z","1923",1
"HARLEY-DAVIDSON","STREET GLIDE","M","1923",1
"HARLEY-DAVIDSON","STREET GLIDE LIMITED","MA","1923",1
"HARLEY-DAVIDSON","STREET GLIDE ULTRA","MA","1923",1
"HERO MOTOCORP","HUNK 440","SE","440",1
"HERO MOTOCORP","HUNK 440","V","440",1
"HERO MOTOCORP","X PULSE 200 4V","B","200",1
"HERO MOTOCORP","X PULSE 200 4V","BI","200",1
"HERO MOTOCORP","X PULSE 200 4V","MA","200",3
"HERO MOTOCORP","X PULSE 200 4V","SS","200",1
"HERO MOTOCORP","X PULSE 200 4V","T","200",2
"HONDA","ADV350A","A","330",6
"HONDA","ADV350A","AL","330",2
"HONDA","ADV350A","B","330",19
"HONDA","ADV350A","C","330",1
"HONDA","ADV350A","CA","330",3
"HONDA","ADV350A","CO","330",9
"HONDA","ADV350A","CS","330",1
"HONDA","ADV350A","GC","330",2
"HONDA","ADV350A","GI","330",2
"HONDA","ADV350A","GR","330",2
"HONDA","ADV350A","H","330",1
"HONDA","ADV350A","IB","330",7
"HONDA","ADV350A","J","330",2
"HONDA","ADV350A","LE","330",1
"HONDA","ADV350A","LU","330",1
"HONDA","ADV350A","M","330",6
"HONDA","ADV350A","MA","330",6
"HONDA","ADV350A","MU","330",3
"HONDA","ADV350A","O","330",1
"HONDA","ADV350A","PO","330",1
"HONDA","ADV350A","SE","330",3
"HONDA","ADV350A","T","330",1
"HONDA","ADV350A","TF","330",4
"HONDA","ADV350A","V","330",5
"HONDA","ADV350A","VA","330",1
"HONDA","ADV350A","Z","330",1
"HONDA","ADV750","A","745",2
"HONDA","ADV750","AL","745",1
"HONDA","ADV750","B","745",14
"HONDA","ADV750","C","745",1
"HONDA","ADV750","CA","745",3
"HONDA","ADV750","CE","745",1
"HONDA","ADV750","CO","745",8
"HONDA","ADV750","CS","745",1
"HONDA","ADV750","GC","745",1
"HONDA","ADV750","GI","745",4
"HONDA","ADV750","GR","745",1
"HONDA","ADV750","IB","745",1
"HONDA","ADV750","J","745",1
"HONDA","ADV750","LU","745",1
"HONDA","ADV750","M","745",4
"HONDA","ADV750","MA","745",5
"HONDA","ADV750","ML","745",1
"HONDA","ADV750","MU","745",3
"HONDA","ADV750","NA","745",1
"HONDA","ADV750","S","745",1
"HONDA","ADV750","SE","745",1
"HONDA","ADV750","SS","745",1
"HONDA","ADV750","T","745",1
"HONDA","ADV750","TF","745",1
"HONDA","ADV750","V","745",1
"HONDA","ADV750","VA","745",1
"HONDA","C125A","SE","124",1
"HONDA","CB1000SP","GC","1000",1
"HONDA","CB125F","B","124",4
"HONDA","CB125F","IB","124",1
"HONDA","CB125F","NA","124",1
"HONDA","CB125F","V","124",2
"HONDA","CB500FA","B","471",1
"HONDA","CB500FA","CS","471",1
"HONDA","CB500FA","S","471",1
"HONDA","CB500XA","A","471",1
"HONDA","CB500XA","B","471",4
"HONDA","CB500XA","C","471",1
"HONDA","CB500XA","CA","471",1
"HONDA","CB500XA","GI","471",1
"HONDA","CB500XA","GR","471",1
"HONDA","CB500XA","J","471",1
"HONDA","CB500XA","M","471",2
"HONDA","CB500XA","SE","471",1
"HONDA","CB500XA","TF","471",1
"HONDA","CB500XA","V","471",2
"HONDA","CB500XA","VA","471",1
"HONDA","CB650RA","A","649",1
"HONDA","CB650RA","B","649",6
"HONDA","CB650RA","CS","649",2
"HONDA","CB650RA","GR","649",1
"HONDA","CB650RA","IB","649",1
"HONDA","CB650RA","M","649",1
"HONDA","CB650RA","MA","649",1
"HONDA","CB650RA","MU","649",2
"HONDA","CB650RA","TF","649",1
"HONDA","CB650RA","V","649",5
"HONDA","CB750A","B","755",2
"HONDA","CB750A","BI","755",1
"HONDA","CB750A","GR","755",1
"HONDA","CB750A","LU","755",1
"HONDA","CB750A","M","755",1
"HONDA","CB750A","MA","755",2
"HONDA","CB750A","SG","755",1
"HONDA","CB750A","T","755",1
"HONDA","CB750A","V","755",3
"HONDA","CBF125NA","B","125",4
"HONDA","CBF125NA","GI","125",1
"HONDA","CBF125NA","M","125",1
"HONDA","CBF125NA","MA","125",2
"HONDA","CBF125NA","O","125",1
"HONDA","CBF125NA","S","125",1
"HONDA","CBF125NA","SE","125",2
"HONDA","CBF125NA","SS","125",1
"HONDA","CBF125NA","TF","125",1
"HONDA","CBF125NA","TO","125",1
"HONDA","CBF125NA","V","125",1
"HONDA","CBR500","A","471",1
"HONDA","CBR500","B","471",2
"HONDA","CBR500","BI","471",1
"HONDA","CBR500","GC","471",1
"HONDA","CBR500","IB","471",1
"HONDA","CBR500","VA","471",1
"HONDA","CBR600R3","M","599",1
"HONDA","CBR650RAC","AL","649",1
"HONDA","CBR650RAC","B","649",4
"HONDA","CBR650RAC","C","649",1
"HONDA","CBR650RAC","IB","649",1
"HONDA","CBR650RAC","LO","649",1
"HONDA","CBR650RAC","LU","649",1
"HONDA","CBR650RAC","M","649",4
"HONDA","CBR650RAC","MU","649",1
"HONDA","CBR650RAC","OU","649",1
"HONDA","CBR650RAC","SE","649",1
"HONDA","CBR650RAC","T","649",1
"HONDA","CBR650RAC","V","649",4
"HONDA","CBR650RAC","Z","649",1
"HONDA","CL500A","GR","471",1
"HONDA","CL500A","M","471",1
"HONDA","CMX1100","S","1084",1
"HONDA","CMX1100","V","1084",1
"HONDA","CMX1100","VI","1084",1
"HONDA","CMX500A","A","471",1
"HONDA","CMX500A","B","471",2
"HONDA","CMX500A","C","471",1
"HONDA","CMX500A","IB","471",1
"HONDA","CMX500A","M","471",1
"HONDA","CMX500A","MA","471",1
"HONDA","CMX500A","Z","471",1
"HONDA","CMX500A2","B","471",1
"HONDA","CMX500A2","CA","471",1
"HONDA","CMX500A2","IB","471",1
"HONDA","CMX500A2","J","471",1
"HONDA","CMX500A2","MA","471",1
"HONDA","CMX500A2","VA","471",1
"HONDA","CRF1100","A","1084",1
"HONDA","CRF1100","B","1084",4
"HONDA","CRF1100","J","1084",1
"HONDA","CRF1100","LU","1084",1
"HONDA","CRF1100","MA","1084",3
"HONDA","CRF1100","MU","1084",1
"HONDA","CRF1100","SE","1084",3
"HONDA","CRF1100","V","1084",1
"HONDA","CRF300LA","B","286",3
"HONDA","CRF300LA","CA","286",1
"HONDA","CRF300LA","J","286",1
"HONDA","CRF300LA","M","286",1
"HONDA","CRF300LA","MA","286",1
"HONDA","CRF300LA","TF","286",1
"HONDA","CRF300LA","VA","286",1
"HONDA","CRF300LRA","M","286",1
"HONDA","EVP4","IB","0",1
"HONDA","FORZA125","A","125",5
"HONDA","FORZA125","AB","125",1
"HONDA","FORZA125","AL","125",1
"HONDA","FORZA125","B","125",20
"HONDA","FORZA125","C","125",2
"HONDA","FORZA125","CA","125",6
"HONDA","FORZA125","CC","125",1
"HONDA","FORZA125","CO","125",3
"HONDA","FORZA125","CS","125",1
"HONDA","FORZA125","GC","125",5
"HONDA","FORZA125","GI","125",2
"HONDA","FORZA125","GR","125",1
"HONDA","FORZA125","H","125",1
"HONDA","FORZA125","IB","125",6
"HONDA","FORZA125","J","125",1
"HONDA","FORZA125","L","125",1
"HONDA","FORZA125","LE","125",2
"HONDA","FORZA125","LU","125",1
"HONDA","FORZA125","M","125",7
"HONDA","FORZA125","MA","125",9
"HONDA","FORZA125","MU","125",3
"HONDA","FORZA125","NA","125",1
"HONDA","FORZA125","O","125",2
"HONDA","FORZA125","PO","125",3
"HONDA","FORZA125","S","125",1
"HONDA","FORZA125","SE","125",6
"HONDA","FORZA125","T","125",2
"HONDA","FORZA125","TF","125",9
"HONDA","FORZA125","V","125",7
"HONDA","FORZA125","VA","125",2
"HONDA","FORZA125","Z","125",3
"HONDA","GB350S","B","348",5
"HONDA","GB350S","BI","348",1
"HONDA","GB350S","CA","348",2
"HONDA","GB350S","GC","348",1
"HONDA","GB350S","GI","348",1
"HONDA","GB350S","GR","348",1
"HONDA","GB350S","LE","348",1
"HONDA","GB350S","M","348",2
"HONDA","GB350S","MA","348",1
"HONDA","GB350S","NA","348",1
"HONDA","GB350S","SE","348",2
"HONDA","GB350S","T","348",1
"HONDA","GB350S","V","348",1
"HONDA","GL1800DA","VA","1833",1
"HONDA","MSX125A","B","124",1
"HONDA","MSX125A","CA","124",1
"HONDA","MSX125A","GR","124",1
"HONDA","NC750XA","A","745",1
"HONDA","NC750XA","H","745",1
"HONDA","NC750XA","SE","745",1
"HONDA","NC750XA","SO","745",1
"HONDA","NC750XA","ZA","745",1
"HONDA","NC750XD","GR","745",1
"HONDA","NC750XD","M","745",3
"HONDA","NC750XD","V","745",1
"HONDA","NSS350A","A","330",1
"HONDA","NSS350A","B","330",4
"HONDA","NSS350A","C","330",1
"HONDA","NSS350A","GI","330",1
"HONDA","NSS350A","IB","330",2
"HONDA","NSS350A","J","330",1
"HONDA","NSS350A","M","330",2
"HONDA","NSS350A","SE","330",1
"HONDA","NSS350A","SS","330",1
"HONDA","NSS350A","T","330",1
"HONDA","NSS350A","TF","330",3
"HONDA","NSS350A","V","330",1
"HONDA","NSS350A","VI","330",1
"HONDA","NSS350A","Z","330",1
"HONDA","NSS750","A","745",2
"HONDA","NSS750","B","745",5
"HONDA","NSS750","BA","745",1
"HONDA","NSS750","CA","745",1
"HONDA","NSS750","CS","745",1
"HONDA","NSS750","GC","745",2
"HONDA","NSS750","GR","745",1
"HONDA","NSS750","IB","745",1
"HONDA","NSS750","M","745",3
"HONDA","NSS750","MA","745",5
"HONDA","NSS750","PO","745",1
"HONDA","NSS750","S","745",1
"HONDA","NSS750","SS","745",1
"HONDA","NSS750","V","745",1
"HONDA","NT1100","A","1084",1
"HONDA","NT1100","B","1084",1
"HONDA","NT1100","MU","1084",1
"HONDA","NT1100","NA","1084",1
"HONDA","NT1100","TO","1084",1
"HONDA","PCX125","A","125",6
"HONDA","PCX125","AB","125",2
"HONDA","PCX125","AL","125",5
"HONDA","PCX125","B","125",28
"HONDA","PCX125","BI","125",1
"HONDA","PCX125","C","125",2
"HONDA","PCX125","CA","125",8
"HONDA","PCX125","CO","125",5
"HONDA","PCX125","CR","125",3
"HONDA","PCX125","CS","125",1
"HONDA","PCX125","GC","125",4
