FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,CILINDRADA_ITV
"27022026","0","","YAMAHA","NMAX125","Málaga","125"
"27022026","0","","DUCATI","MULTISTRADA V4","Barcelona","1158"
"27022026","0","","HONDA","CBR600R3","Santa Cruz de Tenerife","599"
"27022026","0","","HONDA","PCX125","Sevilla","125"
"27022026","0","","HONDA","CB750A","Sevilla","755"
"27022026","0","","KTM","KTM 300 EXC","Pontevedra","293"
"27022026","0","","HONDA","SH125i","Alicante/Alacant","125"
"27022026","0","","BMW","S 1000 R","Guadalajara","999"
"27022026","0","","HONDA","CB650RA","Girona","649"
"27022026","0","","HONDA","ADV350A","Palmas (Las)","330"
"27022026","0","","KYMCO","AGILITY S","Castellón/Castelló","125"
"27022026","0","","YAMAHA","NMAX125","Palmas (Las)","125"
"27022026","0","","YAMAHA","NMAX125","Madrid","125"
"27022026","0","","RIEJU","RALLY 307","Valencia/València","292"
"27022026","0","","HONDA","CBR600R3","Madrid","599"
"27022026","0","","YAMAHA","NMAX125","Ourense","125"
"27022026","0","","HONDA","PCX125","León","125"
"27022026","0","","HONDA","SH125i","Santa Cruz de Tenerife","125"
"27022026","0","","VOGE","DS800X RALLY","Granada","798"
"27022026","0","","YAMAHA","XMAX125","Santa Cruz de Tenerife","125"
"27022026","0","","HONDA","PCX125","Cádiz","125"
"27022026","0","","BMW","R 1300 GS","Gipuzkoa","1300"
"27022026","0","","YAMAHA","NMAX125","Palmas (Las)","125"
"27022026","0","","HONDA","PCX125","Madrid","125"
"27022026","0","","MITT","125 DESERT","Cádiz","125"
"27022026","0","","BMW","R 1300 RT","Almería","1300"
"27022026","0","","ZONTES","ZT125-G1","Valladolid","125"
"27022026","0","","VOGE","DS800X RALLY","Madrid","798"
"27022026","0","","VOGE","DS800X RALLY","Granada","798"
"27022026","0","","VOGE","R125","Barcelona","125"
"27022026","0","","GASGAS","EC 500F","Madrid","510"
"27022026","0","","UM","RENEGADE SPORT Z 125","Alicante/Alacant","125"
"27022026","0","","YAMAHA","MTT690D-S","Madrid","689"
"27022026","0","","HONDA","CB125F","Coruña (A)","124"
"27022026","0","","YAMAHA","MTN125-A","Navarra","125"
"27022026","0","","BMW","CE 04","Alicante/Alacant","0"
"27022026","0","","VOGE","DS800X RALLY","Cádiz","798"
"27022026","0","","NEXTELECTRICMOTORS","NX PLUS","Sevilla","0"
"27022026","0","","HONDA","PCX125","Illes Balears","125"
"27022026","0","","KAWASAKI","NINJA ZX-4R","Palmas (Las)","399"
"27022026","0","","BMW","C 400 GT","Valencia/València","350"
"27022026","0","","HONDA","FORZA125","Gipuzkoa","125"
"27022026","0","","YAMAHA","NMAX125","Madrid","125"
"27022026","0","","KAWASAKI","Z900","Murcia","948"
"27022026","0","","BMW","R 1300 GS","Barcelona","1300"
"27022026","0","","YAMAHA","XMAX125","Málaga","125"
"27022026","0","","HONDA","NSS350A","Barcelona","330"
"27022026","0","","BMW","M 1000 XR","Madrid","999"
"27022026","0","","YAMAHA","NMAX125","Valencia/València","125"
"27022026","0","","QJMOTOR","LTR 125 E5+","Valencia/València","125"
"27022026","0","","KYMCO","SKYTOWN 125","Almería","125"
"27022026","0","","HONDA","ADV350A","Almería","330"
"27022026","0","","RIEJU","N/A","Barcelona","125"
"27022026","0","","BMW","R 1300 GS","Barcelona","1300"
"27022026","0","","BMW","S 1000 RR","León","999"
"27022026","0","","KAWASAKI","Z900","Zaragoza","948"
"27022026","0","","QJMOTOR","SQ 16 E5+","Barcelona","125"
"27022026","0","","CYCLONE","RA125 PLUS","Santa Cruz de Tenerife","124"
"27022026","0","","HONDA","XL750 Transalp","Madrid","755"
"27022026","0","","MACBOR","MONTANA XR1 125 EVO","Málaga","124"
"27022026","0","","BETA","N/A","Girona","293"
"27022026","0","","YAMAHA","XTZ 700 Tenere","Castellón/Castelló","689"
"27022026","0","","HONDA","PCX125","Barcelona","125"
"27022026","0","","KAWASAKI","NINJA ZX-4R","Gipuzkoa","399"
"27022026","0","","CYCLONE","CARRERA 125","Cádiz","125"
"27022026","0","","LAMBRETTA","V125 SPECIAL FLEX","Alicante/Alacant","125"
"27022026","0","","QJMOTOR","MTX 125 E5+","Jaén","125"
"27022026","0","","HONDA","ADV750","Barcelona","745"
"27022026","0","","KEEWAY","VIESTE 125XDV","Tarragona","125"
"27022026","0","","HONDA","CBR650RAC","Barcelona","649"
"27022026","0","","VOGE","DS800X RALLY","Málaga","798"
"27022026","0","","SUZUKI","UB125L","Barcelona","124"
"27022026","0","","HONDA","ADV350A","Barcelona","330"
"27022026","0","","HONDA","SH125i","Zaragoza","125"
"27022026","0","","YAMAHA","NMAX125","Cantabria","125"
"27022026","0","","HONDA","CRF300LA","Santa Cruz de Tenerife","286"
"27022026","0","","CYCLONE","CARRERA 125","Sevilla","125"
"27022026","0","","ZONTES","ZT125-G1","Zaragoza","125"
"27022026","0","","ZONTES","368G","Illes Balears","368"
"27022026","0","","QJMOTOR","FORT 125 N E5+","Tarragona","125"
"27022026","0","","HONDA","SH125i","Cádiz","125"
"27022026","0","","YAMAHA","NMAX125","Coruña (A)","125"
"27022026","0","","ZONTES","125C","Granada","125"
"27022026","0","","HONDA","SH125i","Santa Cruz de Tenerife","125"
"27022026","0","","MOTO MORINI","X-CAPE","Barcelona","649"
"27022026","0","","HONDA","ADV350A","Alicante/Alacant","330"
"27022026","0","","SYM","JET 14","Sevilla","125"
"27022026","0","","ZONTES","368K","Madrid","368"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","BMW","C 400 X","Madrid","350"
"27022026","0","","KEEWAY","RKS 125","Sevilla","124"
"27022026","0","","ZONTES","703RR","Zaragoza","699"
"27022026","0","","HONDA","CB500XA","Palmas (Las)","471"
"27022026","0","","HONDA","PCX125","Zaragoza","125"
"27022026","0","","BMW","F 900 GS ADVENTURE","Madrid","895"
"27022026","0","","YAMAHA","NMAX125","Barcelona","125"
"27022026","0","","ZONTES","368G","Bizkaia","368"
"27022026","0","","VOGE","DS900X","Navarra","895"
"27022026","0","","YAMAHA","MTN125-A","Cantabria","125"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","YAMAHA","XP560D","Valencia/València","562"
"27022026","0","","APRILIA","RX 125","Badajoz","124"
"27022026","0","","HONDA","SH125i","Girona","125"
"27022026","0","","BMW","R 1300 GS","Barcelona","1300"
"27022026","0","","BETA","N/A","Almería","386"
"27022026","0","","HONDA","VISION 110","Tarragona","109"
"27022026","0","","HONDA","PCX125","Girona","125"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","ZONTES","125C","Barcelona","125"
"27022026","0","","HONDA","FORZA125","Barcelona","125"
"27022026","0","","RIEJU","NOT APPLICABLE","Málaga","124"
"27022026","0","","KYMCO","AGILITY S","Barcelona","125"
"27022026","0","","SYM","SYMPHONY 125","Alicante/Alacant","125"
"27022026","0","","MOTO MORINI","X-CAPE","Madrid","649"
"27022026","0","","VOGE","R125","Asturias","125"
"27022026","0","","HONDA","SH125i","Málaga","125"
"27022026","0","","KEEWAY","ICON 125 S","Jaén","124"
"27022026","0","","YAMAHA","NMAX125","Cádiz","125"
"27022026","0","","QJMOTOR","SRT 900 SX","Málaga","904"
"27022026","0","","YAMAHA","XMAX125","Palmas (Las)","125"
"27022026","0","","HONDA","CB500XA","Santa Cruz de Tenerife","471"
"27022026","0","","YAMAHA","XMAX125","Barcelona","125"
"27022026","0","","ZONTES","125E","Asturias","125"
"27022026","0","","HONDA","ADV350A","Madrid","330"
"27022026","0","","YAMAHA","NMAX125","Alicante/Alacant","125"
"27022026","0","","HONDA","VISION 110","Barcelona","109"
"27022026","0","","ZONTES","368M","Barcelona","368"
"27022026","0","","BMW","R 12","Granada","1170"
"27022026","0","","VOGE","625DSX","Madrid","581"
"27022026","0","","YAMAHA","XTZ 700 Tenere","Girona","689"
"27022026","0","","HONDA","ADV350A","Madrid","330"
"27022026","0","","HONDA","VISION 110","Cáceres","109"
"27022026","0","","VOGE","DS800X RALLY","Albacete","798"
"27022026","0","","VOGE","R125","Santa Cruz de Tenerife","125"
"27022026","0","","HONDA","ADV350A","Valencia/València","330"
"27022026","0","","HONDA","SH125i","Santa Cruz de Tenerife","125"
"27022026","0","","BMW","C 400 GT","Murcia","350"
"27022026","0","","HONDA","NSS750","Granada","745"
"27022026","0","","MACBOR","MONTANA XR1 125 EVO","Sevilla","124"
"27022026","0","","RIEJU","RALLY 307","Lleida","292"
"27022026","0","","QJMOTOR","MTX 125 E5+","Madrid","125"
"27022026","0","","VOGE","625DSX","Barcelona","581"
"27022026","0","","KAWASAKI","NINJA 500","Guadalajara","451"
"27022026","0","","KYMCO","SUPER DINK GT","Madrid","321"
"27022026","0","","SYM","JET X","Tarragona","125"
"27022026","0","","VOGE","DS800X RALLY","Barcelona","798"
"27022026","0","","RIEJU","N/A","Burgos","698"
"27022026","0","","KYMCO","AGILITY S","Cádiz","125"
"27022026","0","","ZONTES","ZT125-G1","Murcia","125"
"27022026","0","","HONDA","NSS350A","Madrid","330"
"27022026","0","","HONDA","FORZA125","Sevilla","125"
"27022026","0","","ZONTES","368M","Palmas (Las)","368"
"27022026","0","","YAMAHA","NMAX125","Santa Cruz de Tenerife","125"
"27022026","0","","YAMAHA","NMAX125","Bizkaia","125"
"27022026","0","","VOGE","SR1","Cádiz","125"
"27022026","0","","TM MOTO","---","Lugo","293"
"27022026","0","","YAMAHA","NMAX125","Illes Balears","125"
"27022026","0","","YAMAHA","RayZR 125","Illes Balears","125"
"27022026","0","","KYMCO","AGILITY S","Málaga","125"
"27022026","0","","YAMAHA","MT-07","Pontevedra","689"
"27022026","0","","VOGE","DS800X RALLY","Cádiz","798"
"27022026","0","","KEEWAY","VIESTE 125LX","Alicante/Alacant","125"
"27022026","0","","BENDA","NAPOLEON 250","Barcelona","249"
"27022026","0","","KAWASAKI","NINJA 125","Santa Cruz de Tenerife","125"
"27022026","0","","ZONTES","703F","Valencia/València","699"
"27022026","0","","HONDA","PCX125","Toledo","125"
"27022026","0","","BMW","C 400 GT","Murcia","350"
"27022026","0","","HONDA","CRF1100","Santa Cruz de Tenerife","1084"
"27022026","0","","HONDA","ADV750","Madrid","745"
"27022026","0","","VOGE","625DSX","Barcelona","581"
"27022026","0","","VOGE","625R","Valencia/València","581"
"27022026","0","","HONDA","PCX125","Madrid","125"
"27022026","0","","VOGE","DS800X RALLY","Sevilla","798"
"27022026","0","","KAWASAKI","Z900","Madrid","948"
"27022026","0","","ZONTES","703RR","Teruel","699"
"27022026","0","","LETBE","S125","Madrid","125"
"27022026","0","","TRIUMPH","TIGER SPORT 800 TOURIN","Navarra","798"
"27022026","0","","YAMAHA","NMAX125","Sevilla","125"
"27022026","0","","SYM","SYMPHONY 125","Madrid","125"
"27022026","0","","VOGE","DS800X RALLY","Madrid","798"
"27022026","0","","HONDA","ADV350A","Barcelona","330"
"27022026","0","","QJMOTOR","SRT 900 SX","Girona","904"
"27022026","0","","YAMAHA","NMAX125","Jaén","125"
"27022026","0","","TRIUMPH","STREET TRIPLE 765 RX","Valladolid","765"
"27022026","0","","HONDA","CB125F","Cádiz","124"
"27022026","0","","YAMAHA","MTN890-U","Barcelona","890"
"27022026","0","","KTM","KTM 690 ENDURO R","Valencia/València","693"
"27022026","0","","HONDA","XL750 Transalp","Madrid","755"
"27022026","0","","HUSQVARNA","HUSQVARNA 801 VITPILEN","Madrid","799"
"27022026","0","","KAWASAKI","VERSYS 650","Madrid","649"
"27022026","0","","TRIUMPH","TIGER 900 GT PRO","Cádiz","888"
"27022026","0","","HONDA","CB125F","Barcelona","124"
"27022026","0","","HONDA","CRF300LA","Sevilla","286"
"27022026","0","","VOGE","DS800X RALLY","Barcelona","798"
"27022026","0","","HONDA","CBR500","Valencia/València","471"
"27022026","0","","VOGE","DS800X RALLY","Zaragoza","798"
"27022026","0","","KYMCO","AGILITY S","Madrid","125"
"27022026","0","","HONDA","NSS750","Bizkaia","745"
"27022026","0","","RIEJU","RALLY 307","Barcelona","292"
"27022026","0","","YAMAHA","MT-07","Tarragona","689"
"27022026","0","","VOGE","DS800X RALLY","Palmas (Las)","798"
"27022026","0","","HONDA","SH Mode 125","Barcelona","125"
"27022026","0","","BMW","R 1300 GS","Málaga","1300"
"27022026","0","","HONDA","NSS750","Barcelona","745"
"27022026","0","","KYMCO","DTX","Santa Cruz de Tenerife","124"
"27022026","0","","HONDA","VISION 110","Barcelona","109"
"27022026","0","","HONDA","PCX125","Santa Cruz de Tenerife","125"
"27022026","0","","BMW","F 900 XR","Girona","895"
"27022026","0","","APRILIA","SR GT 125","Santa Cruz de Tenerife","125"
"27022026","0","","PIAGGIO","LIBERTY 125 ABS","Cádiz","124"
"27022026","0","","YAMAHA","XTZ 700 Tenere","Madrid","689"
"27022026","0","","YAMAHA","YZF890-U","Valencia/València","890"
"27022026","0","","MONTESA","COTA 4RT 301RR","Santa Cruz de Tenerife","298"
"27022026","0","","BMW","F 800 GS","Barcelona","895"
"27022026","0","","BMW","S 1000 XR","Madrid","999"
"27022026","0","","HONDA","SH125i","Madrid","125"
"27022026","0","","HONDA","PCX125","Sevilla","125"
"27022026","0","","YAMAHA","MTN125-A","Sevilla","125"
"27022026","0","","KAWASAKI","VERSYS 650","Barcelona","649"
"27022026","0","","VOGE","SR16","Barcelona","125"
"27022026","0","","SYM","JET 14","Alicante/Alacant","125"
"27022026","0","","VOGE","DS800X RALLY","Badajoz","798"
"27022026","0","","HONDA","PCX125","Barcelona","125"
"27022026","0","","SYM","JET X","Palmas (Las)","125"
"27022026","0","","TRIUMPH","STREET TRIPLE R","Madrid","765"
"27022026","0","","VOGE","625DSX","Madrid","581"
"27022026","0","","KYMCO","SKYTOWN 125","Asturias","125"
"27022026","0","","ZERO MOTORCYCLES","ZERO MOTORCYCLE XE","Cáceres","0"
"27022026","0","","PEUGEOT","KISBEE M","Murcia","125"
"27022026","0","","YAMAHA","NMAX125","Madrid","125"
"27022026","0","","ZONTES","368G","Barcelona","368"
"27022026","0","","BMW","F 900 R A2","León","895"
"27022026","0","","HONDA","PCX125","Badajoz","125"
"27022026","0","","BMW","F 900 GS ADVENTURE","Córdoba","895"
"27022026","0","","PIAGGIO","VESPA GTV","Alicante/Alacant","310"
"27022026","0","","KYMCO","PEOPLE S 125 E5+","Barcelona","125"
"27022026","0","","VOGE","R125","Madrid","125"
"27022026","0","","HONDA","NC750XA","Madrid","745"
"27022026","0","","VOGE","625DSX","Alicante/Alacant","581"
"27022026","0","","HONDA","NSS350A","Huelva","330"
"27022026","0","","ZONTES","368G","Alicante/Alacant","368"
"27022026","0","","YAMAHA","NMAX125","Madrid","125"
"27022026","0","","SYM","ADX 125 LC TCS E5+","Palencia","125"
"27022026","0","","VOGE","DS800X RALLY","Zaragoza","798"
"27022026","0","","HONDA","ADV350A","Murcia","330"
"27022026","0","","KYMCO","SUPER DINK GT 125 E5+","Valencia/València","124"
"27022026","0","","YAMAHA","MT-09","Asturias","890"
"27022026","0","","HONDA","NSS750","Madrid","745"
"27022026","0","","KYMCO","SUPER DINK GT 125 E5+","Toledo","124"
"27022026","0","","PIAGGIO","MEDLEY 125","Madrid","125"
"27022026","0","","PIAGGIO","MEDLEY 200","Cádiz","174"
"27022026","0","","YAMAHA","MT-07","Bizkaia","689"
"27022026","0","","CECOTEC","VULCANO","Córdoba","0"
"27022026","0","","HONDA","CBR650RAC","Cantabria","649"
"27022026","0","","HONDA","ADV750","Lleida","745"
"27022026","0","","ZONTES","368M","Madrid","368"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","PIAGGIO","VESPA PRIMAVERA 125","Asturias","124"
"27022026","0","","ZONTES","125C","Madrid","125"
"27022026","0","","BMW","C 400 GT","Murcia","350"
"27022026","0","","YAMAHA","NMAX125","Alicante/Alacant","125"
"27022026","0","","VOGE","DS800X RALLY","Badajoz","798"
"27022026","0","","HONDA","PCX125","Barcelona","125"
"27022026","0","","KYMCO","AGILITY S","Madrid","125"
"27022026","0","","YAMAHA","XP560","Palmas (Las)","562"
"27022026","0","","BMW","F 800 GS","Badajoz","895"
"27022026","0","","HUSQVARNA","HUSQVARNA TE 150","Pontevedra","144"
"27022026","0","","HONDA","PCX125","Murcia","125"
"27022026","0","","HONDA","PCX125","Murcia","125"
"27022026","0","","KYMCO","SKYTOWN 125","Valladolid","125"
"27022026","0","","BMW","R 1300 GS","Madrid","1300"
"27022026","0","","AJP","AJP PR7","Barcelona","600"
"27022026","0","","YAMAHA","MTN125-A","Navarra","125"
"27022026","0","","HONDA","CBR650RA","Santa Cruz de Tenerife","649"
"27022026","0","","MOTO GUZZI","V85 TT","Barcelona","853"
"27022026","0","","HONDA","ADV350A","Barcelona","330"
"27022026","0","","RIEJU","RALLY 307","Rioja (La)","292"
"27022026","0","","MORBIDELLI","F125","Tarragona","125"
"27022026","0","","APRILIA","SR GT 125","Málaga","125"
"27022026","0","","KYMCO","SKYTOWN 125","Málaga","125"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","HONDA","SH Mode 125","Barcelona","125"
"27022026","0","","BMW","R 1300 GS","Barcelona","1300"
"27022026","0","","KYMCO","SUPER DINK GT 125 E5+","Castellón/Castelló","124"
"27022026","0","","TRIUMPH","TIGER 900 RALLY PRO","Sevilla","888"
"27022026","0","","VOGE","300RALLY","Granada","292"
"27022026","0","","BMW","R 1300 RT","Madrid","1300"
"27022026","0","","PEUGEOT","KISBEE M","Alicante/Alacant","125"
"27022026","0","","HONDA","PCX125","Cádiz","125"
"27022026","0","","BETA","N/A","Sevilla","293"
"27022026","0","","VOGE","DS525X","Barcelona","494"
"27022026","0","","YAMAHA","MTN890","Barcelona","890"
"27022026","0","","HONDA","PCX125","Sevilla","125"
"27022026","0","","KYMCO","SKYTOWN 125","Cádiz","125"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","CYCLONE","RA125 PLUS","Illes Balears","124"
"27022026","0","","KAWASAKI","Z900","Valladolid","948"
"27022026","0","","KTM","KTM 450 EXC-F","Navarra","450"
"27022026","0","","HUSQVARNA","HUSQVARNA TE 300","Girona","293"
"27022026","0","","YAMAHA","NMAX125","Barcelona","125"
"27022026","0","","KTM","KTM 890 ADVENTURE R","Pontevedra","889"
"27022026","0","","YAMAHA","TRICITY 125","Barcelona","125"
"27022026","0","","YAMAHA","XMAX125","Cantabria","125"
"27022026","0","","RIEJU","RALLY 307","León","292"
"27022026","0","","HONDA","SH125i","Alicante/Alacant","125"
"27022026","0","","YAMAHA","XTZ 700 Tenere","Málaga","689"
"27022026","0","","HONDA","ADV750","Barcelona","745"
"27022026","0","","TRIUMPH","TRIDENT 660 TRIPLE TRI","Salamanca","660"
"27022026","0","","HONDA","GB350S","León","348"
"27022026","0","","DUCATI","MULTISTRADA V4","Madrid","1158"
"27022026","0","","SHERCO","300 SE-R","Almería","293"
"27022026","0","","BMW","F 800 GS","Valencia/València","895"
"27022026","0","","KAWASAKI","Z900RS","Barcelona","948"
"27022026","0","","KOVE","KOVE 800 X PRO","León","799"
"27022026","0","","KEEWAY","V-CRUISE","Sevilla","125"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","ZONTES","368M","Madrid","368"
"27022026","0","","HONDA","PCX125","Barcelona","125"
"27022026","0","","KTM","KTM 125 DUKE","Valladolid","125"
"27022026","0","","QJMOTOR","SRT 600 SX E5+","Murcia","554"
"27022026","0","","KAWASAKI","NINJA 650","Madrid","649"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","BMW","R 12 NINET","Illes Balears","1170"
"27022026","0","","KAWASAKI","VERSYS 650","Álava/Araba","649"
"27022026","0","","YAMAHA","NMAX125","Valencia/València","125"
"27022026","0","","HONDA","XL750 Transalp","Barcelona","755"
"27022026","0","","ZONTES","368G","Barcelona","368"
"27022026","0","","KYMCO","SKYTOWN 125","Rioja (La)","125"
"27022026","0","","BMW","R 1300 GS","Madrid","1300"
"27022026","0","","KAWASAKI","Z900","Barcelona","948"
"27022026","0","","HONDA","FORZA125","Palmas (Las)","125"
"27022026","0","","VOGE","SR16","Barcelona","125"
"27022026","0","","BMW","C 400 GT","Murcia","350"
"27022026","0","","KEEWAY","VIESTE 125LX","Palmas (Las)","125"
"27022026","0","","KYMCO","AGILITY S","Madrid","125"
"27022026","0","","HONDA","PCX125","Granada","125"
"27022026","0","","HONDA","PCX125","Sevilla","125"
"27022026","0","","BMW","C 400 GT","Sevilla","350"
"27022026","0","","BMW","R 1300 RT","Barcelona","1300"
"27022026","0","","KAWASAKI","NINJA H2 SX","Cantabria","998"
"27022026","0","","KAWASAKI","Z900","Guadalajara","948"
"27022026","0","","YAMAHA","NMAX125","Madrid","125"
"27022026","0","","BMW","R 12 G/S","Girona","1170"
"27022026","0","","HONDA","PCX125","Cádiz","125"
"27022026","0","","HONDA","FORZA125","Madrid","125"
"27022026","0","","SHERCO","N.A","Badajoz","125"
"27022026","0","","RIEJU","NKD 125","Ciudad Real","124"
"27022026","0","","BMW","F 900 GS","Jaén","895"
"27022026","0","","HONDA","ADV350A","Palmas (Las)","330"
"27022026","0","","HONDA","CBR650RAC","Madrid","649"
"27022026","0","","BMW","F 900 XR","Lugo","895"
"27022026","0","","VOGE","SR4 MAX","Madrid","350"
"27022026","0","","MITT","125GTS","Sevilla","125"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","HONDA","PCX125","Santa Cruz de Tenerife","125"
"27022026","0","","ZONTES","368G","Barcelona","368"
"27022026","0","","HONDA","PCX125","Cádiz","125"
"27022026","0","","HONDA","CRF300LA","Asturias","286"
"27022026","0","","BMW","F 900 GS","Cádiz","895"
"27022026","0","","HONDA","ADV350A","Valencia/València","330"
"27022026","0","","HERO MOTOCORP","X PULSE 200 4V","Álava/Araba","200"
"27022026","0","","YAMAHA","XTZ 700 Tenere","Sevilla","689"
"27022026","0","","RIEJU","RALLY 307","Granada","292"
"27022026","0","","BMW","C 400 GT","Palmas (Las)","350"
"27022026","0","","YAMAHA","NMAX125","Madrid","125"
"27022026","0","","BMW","C 400 GT","Murcia","350"
"27022026","0","","HONDA","PCX125","Albacete","125"
"27022026","0","","BMW","C 400 GT","Murcia","350"
"27022026","0","","KAWASAKI","NINJA ZX-4R","Valencia/València","399"
"27022026","0","","HARLEY-DAVIDSON","STREET GLIDE","Valladolid","1923"
"27022026","0","","HONDA","CB650RA","Barcelona","649"
"27022026","0","","HONDA","CB500XA","Málaga","471"
"27022026","0","","HONDA","CB500XA","Madrid","471"
"27022026","0","","QJMOTOR","MTX 125 E5+","Cádiz","125"
"27022026","0","","HONDA","CBR650RAC","Burgos","649"
"27022026","0","","ZONTES","368E","Barcelona","368"
"27022026","0","","HONDA","PCX125","Almería","125"
"27022026","0","","BMW","R 1300 GS","Barcelona","1300"
"27022026","0","","HONDA","FORZA125","Huelva","125"
"27022026","0","","HONDA","PCX125","Granada","125"
"27022026","0","","BMW","C 400 X","Barcelona","350"
"27022026","0","","BMW","C 400 GT","Madrid","350"
"27022026","0","","HONDA","CRF1100","Barcelona","1084"
"27022026","0","","HONDA","NSS350A","Granada","330"
"27022026","0","","CFMOTO","450CL-C","Barcelona","449"
"27022026","0","","HONDA","XL750 Transalp","Cádiz","755"
"27022026","0","","VOGE","DS800X RALLY","Valencia/València","798"
"27022026","0","","RIEJU","RALLY 307","Castellón/Castelló","292"
"27022026","0","","HONDA","ADV750","Valencia/València","745"
"27022026","0","","HONDA","FORZA125","Pontevedra","125"
"27022026","0","","BMW","C 400 GT","Murcia","350"
"27022026","0","","HONDA","SH125i","Barcelona","125"
"27022026","0","","ZONTES","703RR","Salamanca","699"
"27022026","0","","PIAGGIO","MEDLEY 125","Santa Cruz de Tenerife","125"
"27022026","0","","BMW","R 1300 GS ADVENTURE","Barcelona","1300"
"27022026","0","","YAMAHA","MT-07","Barcelona","689"
"27022026","0","","HONDA","PCX125","Madrid","125"
"27022026","0","","ZONTES","368G","Murcia","368"
"27022026","0","","BMW","C 400 GT","Murcia","350"
"27022026","0","","HONDA","PCX125","Barcelona","125"
"27022026","0","","HONDA","ADV350A","Barcelona","330"
"27022026","0","","VOGE","SR1ADV","Barcelona","125"
"27022026","0","","HONDA","FORZA125","Valencia/València","125"
"27022026","0","","RIEJU","RALLY 307","Alicante/Alacant","292"
"27022026","0","","ZONTES","368G","Madrid","368"
"27022026","0","","HONDA","VISION 110","Barcelona","109"
"27022026","0","","BMW","R 1300 R","Castellón/Castelló","1300"
"27022026","0","","MACBOR","MONTANA XR1 125 EVO","Barcelona","124"
"27022026","0","","HONDA","ADV750","Santa Cruz de Tenerife","745"
"27022026","0","","MORBIDELLI","SC125LX","Tarragona","125"
"27022026","0","","KYMCO","AGILITY S","Bizkaia","125"
"27022026","0","","YAMAHA","XMAX125","Barcelona","125"
"27022026","0","","HONDA","PCX125","Girona","125"
"27022026","0","","HONDA","NT1100","Barcelona","1084"
"27022026","0","","VOGE","SR3","Barcelona","244"
"27022026","0","","HONDA","PCX125","Valencia/València","125"
"27022026","0","","BMW","R 1300 GS","Barcelona","1300"
"27022026","0","","ZONTES","703F","Barcelona","699"
"27022026","0","","HONDA","CB650RA","Palmas (Las)","649"
"27022026","0","","HONDA","NSS350A","Barcelona","330"
"27022026","0","","SUZUKI","UB125L","Madrid","124"
"27022026","0","","HONDA","ADV350A","Málaga","330"
"27022026","0","","HONDA","XL750 Transalp","Barcelona","755"
"27022026","0","","PIAGGIO","LIBERTY 125 ABS","Sevilla","124"
"27022026","0","","BMW","F 900 XR","Alicante/Alacant","895"
"27022026","0","","ZONTES","368G","Cádiz","368"
"27022026","0","","HONDA","PCX125","Girona","125"
"27022026","0","","YAMAHA","CZD300D-A","Barcelona","292"
"27022026","0","","HONDA","XL750 Transalp","Valencia/València","755"
"27022026","0","","PEUGEOT","DJANGO","Málaga","125"
"27022026","0","","YAMAHA","NMAX125","Barcelona","125"
"27022026","0","","HONDA","ADV350A","Santa Cruz de Tenerife","330"
"27022026","0","","ZONTES","368M","Bizkaia","368"
"27022026","0","","YAMAHA","XMAX125","Sevilla","125"
"27022026","0","","SYM","SYMPHONY 125","Murcia","125"
"27022026","0","","YAMAHA","XMAX125","Alicante/Alacant","125"
"27022026","0","","KTM","KTM 250 EXC","Barcelona","249"
"27022026","0","","KYMCO","DTX","Almería","124"
"27022026","0","","KAWASAKI","KLE500","Almería","451"
"27022026","0","","YAMAHA","YZF890-U","Valladolid","890"
"27022026","0","","DUCATI","MULTISTRADA V2","Barcelona","890"
"27022026","0","","KTM","KTM 125 SMC R","Castellón/Castelló","125"
"27022026","0","","BMW","S 1000 XR","Granada","999"
"27022026","0","","VOGE","625DSX","Almería","581"
"27022026","0","","MORBIDELLI","SC125LX","Alicante/Alacant","125"
"27022026","0","","MOTO MORINI","X-CAPE","Barcelona","649"
"27022026","0","","YAMAHA","NMAX125","Madrid","125"
"27022026","0","","HONDA","PCX125","Gipuzkoa","125"
"27022026","0","","VOGE","DS800X RALLY","Madrid","798"
"27022026","0","","RIEJU","N/A","Cáceres","125"
"27022026","0","","BENDA","V302C","Murcia","298"
"27022026","0","","KAWASAKI","NINJA 650","Sevilla","649"
"27022026","0","","PEUGEOT","KISBEE M","Málaga","125"
"27022026","0","","VOGE","SR16","Barcelona","125"
"27022026","0","","HONDA","VISION 110","Tarragona","109"
"27022026","0","","HONDA","SH125i","Sevilla","125"
"27022026","0","","HONDA","ADV350A","Córdoba","330"
"27022026","0","","HONDA","CB750A","Barcelona","755"
"27022026","0","","YAMAHA","MT-09","Valencia/València","890"
"27022026","0","","BMW","K 1600 GT","Badajoz","1649"
"27022026","0","","HONDA","FORZA125","Cádiz","125"
